회사명,거래소코드,회계년도,정상영업이익증가율(IFRS연결),순이익증가율(IFRS연결),1주당순이익(IFRS연결)(원),부채비율(IFRS연결),매출액정상영업이익률(IFRS연결),매출액증가율(IFRS연결),PER(최고)(IFRS),PER(최저)(IFRS),PBR(최고)(IFRS),PBR(최저)(IFRS),PCR(최고)(IFRS),PCR(최저)(IFRS)
(주)녹십자,006280,2021/12,46.58,52.02,10796,64.17,4.79,2.24,44.46,17.56,5.73,2.26,53.42,21.1
(주)녹십자,006280,2022/12,10.32,-46.88,5735,61.21,4.75,11.28,48.31,24.42,2.4,1.21,31.77,16.06
(주)녹십자홀딩스,005250,2007/12,0,0,6884,592.62,6.13,0,37.01,22.06,2.46,1.47,10.49,6.26
(주)녹십자홀딩스,005250,2008/12,-9.36,-13.09,5975,694.22,5.11,8.85,20.67,10.66,2.13,1.1,50.62,26.12
(주)녹십자홀딩스,005250,2009/12,108.82,76.06,10549,540.01,8.63,23.58,16.17,6.63,2.04,0.84,79.02,32.38
(주)녹십자홀딩스,005250,2010/12,29.73,93.34,1845,392.43,20.24,-44.69,41.19,24.41,1.24,0.74,227.72,134.95
(주)녹십자홀딩스,005250,2011/12,-41.49,-61.94,571,413.89,12.2,-2.95,469.91,35.71,15.07,1.15,850.08,64.6
(주)녹십자홀딩스,005250,2012/12,-10.84,122.39,1426,48.67,10.39,4.72,23.59,15.88,1.7,1.14,420.54,283.12
(주)녹십자홀딩스,005250,2013/12,6.66,-29.24,974,47.69,10.11,9.54,55.52,35.95,1.62,1.05,0,0
(주)녹십자홀딩스,005250,2014/12,21.38,30.34,1259,51.63,11.03,11.35,63.19,30.52,2.28,1.1,241.73,116.76
(주)녹십자홀딩스,005250,2015/12,-6.58,15.26,1439,57.46,9.5,8.43,172.55,53.85,5.68,1.77,0,0
(주)녹십자홀딩스,005250,2016/12,-7.76,-27.89,1039,63.34,7.33,19.56,95.96,36.15,4.65,1.75,46.39,17.48
(주)녹십자홀딩스,005250,2017/12,12.81,-8.08,955,77.87,7.64,8.2,105.34,51.04,3.79,1.83,35.4,17.15
(주)녹십자홀딩스,005250,2018/12,-55.94,-57.42,406,80.89,3.19,5.68,111.48,52.56,3.82,1.8,36.41,17.17
(주)녹십자홀딩스,005250,2019/12,-38.42,-83.98,59,84.11,1.99,-1.54,48.04,30.99,2.33,1.51,39.41,25.43
(주)녹십자홀딩스,005250,2020/12,132.83,0,3793,93.68,4.11,12.76,48.68,14.36,4.06,1.2,52.2,15.4
(주)녹십자홀딩스,005250,2021/12,21.93,-67.67,1222,83.01,4.69,7.05,78.21,33.55,4.43,1.9,78.83,33.81
(주)녹십자홀딩스,005250,2022/12,-17.49,-40.61,727,82.61,3.42,12.99,90.36,45.95,2.31,1.17,126.92,64.54
(주)농심,004370,2007/12,0,0,17870,54.83,7.37,0,16.71,10.24,1.73,1.06,10.45,6.4
(주)농심,004370,2008/12,-9.14,-24.1,13569,59.9,5.94,12.71,19.65,12.09,1.43,0.88,9.72,5.98
(주)농심,004370,2009/12,9.75,62.44,22041,53.98,5.72,14.02,12.6,9.33,1.37,1.01,8.06,5.97
(주)농심,004370,2010/12,42.08,9.65,24168,49.96,7.83,3.78,11.65,8.59,1.16,0.85,7.55,5.57
(주)농심,004370,2011/12,-28.98,-39.34,14662,49.44,5.34,4.23,19.59,14.08,1.18,0.85,15.02,10.8
(주)농심,004370,2012/12,-16.36,0,-1173,47.42,4.45,0.22,8678.8,5952.01,1.29,0.88,64.33,44.12
(주)농심,004370,2013/12,-4.43,0,15286,46.07,4.44,-4.09,23.78,15.07,1.5,0.95,14.57,9.23
(주)농심,004370,2014/12,-20.58,-26.46,11241,43.17,3.6,-2.15,28.42,21.81,1.29,0.99,23.79,18.25
(주)농심,004370,2015/12,60.84,80.51,20291,46.9,5.42,6.85,23.92,11.99,1.73,0.87,14.78,7.41
(주)농심,004370,2016/12,-24.17,69.84,34464,37.67,4.05,1.62,16.91,8.83,1.88,0.98,15.68,8.19
(주)농심,004370,2017/12,7.45,-54.51,15678,33.07,4.36,-0.39,28.75,21.91,1.28,0.98,27.79,21.17
(주)농심,004370,2018/12,-8.12,-7.02,14577,33.44,3.96,1.28,28.9,17,1.18,0.69,20.64,12.14
(주)농심,004370,2019/12,-11,-15.77,12277,36.7,3.36,4.81,34.54,23.46,1.04,0.7,14.61,9.92
(주)농심,004370,2020/12,103.38,109.18,25682,33.02,6.07,12.62,26.32,14.59,1.26,0.7,13.3,7.37
(주)농심,004370,2021/12,-33.79,-32.78,17263,31.77,3.99,0.88,29.46,23.13,1.05,0.83,15.15,11.9
(주)농심,004370,2022/12,5.68,16.32,20081,31.07,3.58,17.5,28.69,20.69,1.07,0.77,17.39,12.54
(주)대우건설,047040,2007/12,0,0,2893,121.01,9.45,0,10.49,5.68,3.45,1.87,0,0
(주)대우건설,047040,2008/12,-38.48,-74.83,767,184.43,5.43,7.08,34.94,9.03,2.73,0.71,0,0
(주)대우건설,047040,2009/12,-33.06,-59.71,310,191.1,3.37,7.84,65.14,31.19,1.74,0.83,63.59,30.45
(주)대우건설,047040,2010/12,0,0,-2578,193.99,-14.77,-5.55,0,0,1.86,1.12,0,0
(주)대우건설,047040,2011/12,0,0,431,177.49,4.73,4.56,28.78,14.52,1.98,1,0,0
(주)대우건설,047040,2012/12,4.17,-0.1,431,189.05,4.2,17.15,31.42,20.7,1.51,1,0,0
(주)대우건설,047040,2013/12,0,0,-1747,281.46,-2.79,6.79,0,0,1.69,1.1,0,0
(주)대우건설,047040,2014/12,0,0,255,276.44,4.27,13.81,40.1,21,1.68,0.88,11.94,6.25
(주)대우건설,047040,2015/12,-19.57,36.73,349,258.64,3.46,-0.59,26.52,14.52,1.44,0.79,5.46,2.99
(주)대우건설,047040,2016/12,-236.05,-613.53,-1791,381.68,-4.21,11.78,0,0,1.61,1.07,13.95,9.27
(주)대우건설,047040,2017/12,0,0,630,285.25,3.65,5.95,15.52,9.5,1.6,0.98,21.11,12.91
(주)대우건설,047040,2018/12,46.55,15.35,727,276.83,5.93,-9.87,12.49,7.22,1.43,0.83,44.92,25.96
(주)대우건설,047040,2019/12,-42.1,-30.16,508,289.74,4.21,-18.42,327.48,201.13,1.19,0.73,0,0
(주)대우건설,047040,2020/12,53.34,36.05,691,247.63,6.86,-5.95,12.8,5.29,0.98,0.41,8.45,3.49
(주)대우건설,047040,2021/12,0,0,1180,225.15,8.5,0,11.11,5.89,1.49,0.79,2.68,1.42
(주)대우건설,047040,2022/12,2.94,3.99,1227,199.1,7.29,19.97,12.25,6.44,1.06,0.56,0,0
(주)대웅,003090,2007/03,0,0,4269,53.81,15.39,0,7,3.51,1.11,0.56,48.71,24.45
(주)대웅,003090,2008/03,5.73,22.01,5239,48.55,13.42,21.24,8.72,4.54,1.46,0.76,35.85,18.65
(주)대웅,003090,2009/03,-62.44,-46.41,4235,65.76,4.41,14.45,15.75,4.41,1.06,0.3,19.18,5.37
(주)대웅,003090,2010/03,219.11,26.03,2447,64.52,12.75,10.31,13.71,8.24,1.68,1.01,120.74,72.58
(주)대웅,003090,2011/12,0,0,5290,41.91,16.96,0,21.44,15.31,0.79,0.56,23.77,16.98
(주)대웅,003090,2012/12,-12.82,2.15,5246,30.1,13.56,9.01,12.65,7.42,0.98,0.58,17.37,10.19
(주)대웅,003090,2013/12,123.43,-7.76,4816,30.77,11.53,162.9,48.61,25.89,1.67,0.89,65.82,35.06
(주)대웅,003090,2014/12,-19.07,-41.6,2794,42.61,8.8,6,58.31,37.54,2.28,1.47,59.21,38.12
(주)대웅,003090,2015/12,1.33,62.21,4533,49.95,8,11.51,173.12,54.9,5.16,1.64,128.66,40.8
(주)대웅,003090,2016/12,-23.49,-48.66,2301,69.7,6.01,1.82,144.62,78.46,2.84,1.54,92.5,50.18
(주)대웅,003090,2017/12,38.61,234.07,1534,64.93,7.52,10.74,67.56,12.07,2.45,0.44,86.74,15.49
(주)대웅,003090,2018/12,1.46,-54.92,692,65.11,6.97,9.55,116.87,64.93,4.5,2.5,219.91,122.17
(주)대웅,003090,2019/12,25.38,109.08,1446,62.55,7.87,10.91,202.38,109.01,4.04,2.17,122.7,66.09
(주)대웅,003090,2020/12,-8.82,57.56,2343,64.52,7.23,-0.76,109.78,8.19,14.93,1.11,121.42,9.06
(주)대웅,003090,2021/12,0,0,1897,67.13,12.08,0,85.37,35.07,10.8,4.44,83.87,34.45
(주)대웅,003090,2022/12,13.53,30.15,2467,68.73,12.22,12.3,39.1,19.63,4.87,2.44,46.44,23.32
(주)대웅제약,069620,2007/03,,,,,,,12.95,5.88,3.14,1.43,12.83,5.83
(주)대웅제약,069620,2008/03,0,0,6273,45.72,15.15,0,18.17,8.37,4.24,1.95,40.59,18.69
(주)대웅제약,069620,2009/03,-42.81,-44.14,3449,74.37,7.66,13.21,33.5,8.92,4.3,1.14,35.08,9.34
(주)대웅제약,069620,2010/03,,,,,,,15.24,9.94,2.55,1.66,8.03,5.24
(주)대웅제약,069620,2011/12,0,0,5148,37.54,8.96,0,10.05,5.42,1.59,0.86,6.49,3.5
(주)대웅제약,069620,2012/12,-42.04,-32.09,3401,24.77,5.51,-5.85,16.56,6.6,1.65,0.66,12.62,5.03
(주)대웅제약,069620,2013/12,93.51,71.36,5658,32.21,10.46,2.02,17.69,9.02,2.59,1.32,18.63,9.5
(주)대웅제약,069620,2014/12,-27.22,-45.99,3056,52.42,7.06,7.82,29.96,19.86,2.32,1.54,35.53,23.56
(주)대웅제약,069620,2015/12,-16.13,36.09,4160,62.78,5.19,14.1,35.65,13.04,3.86,1.41,46.69,17.07
(주)대웅제약,069620,2016/12,-40.56,-37.18,2613,89.35,2.93,5.27,42.17,22,2.99,1.56,101.41,52.9
(주)대웅제약,069620,2017/12,50.45,17.1,3060,92.15,4.06,8.64,56.16,20.95,4.44,1.66,32.58,12.15
(주)대웅제약,069620,2018/12,-36.94,-147.98,-1468,98.72,2.38,7.41,1779.52,1032.51,5.72,3.32,49.03,28.45
(주)대웅제약,069620,2019/12,81.91,0,2132,95.88,4.01,7.95,124.3,73.32,5.53,3.26,66.19,39.04
(주)대웅제약,069620,2020/12,-62,-42.05,1196,96.61,1.61,-5.21,1057.6,233.3,7.11,1.57,33.75,7.44
(주)대웅제약,069620,2021/12,0,0,2241,101.48,7.71,0,67,38.2,5.21,2.97,50.02,28.51
(주)대웅제약,069620,2022/12,7.76,71.28,3816,110.91,7.48,11.03,46.65,30.3,4.76,3.09,24.49,15.91
(주)대한항공,003490,2007/12,0,0,182,256.52,8.02,0,607.18,220.27,1.57,0.57,9.69,3.52
(주)대한항공,003490,2008/12,0,0,-28767,436.01,-0.42,15.62,0,0,2.26,0.67,0,0
(주)대한항공,003490,2009/12,0,0,-1464,429.76,1.81,-7.86,0,0,1.51,0.76,8.53,4.27
(주)대한항공,003490,2010/12,606.5,0,8339,510.57,10.62,20.49,16.71,10.39,2.78,1.73,2.04,1.27
(주)대한항공,003490,2011/12,-62.76,0,-3240,708.55,3.75,5.4,0,0,3.1,1.5,3.18,1.53
(주)대한항공,003490,2012/12,-30.77,0,3673,690.99,2.5,3.67,16.64,11.9,2.08,1.49,2.09,1.5
(주)대한항공,003490,2013/12,0,0,-3517,736.45,-0.17,-6.85,0,0,1.73,0.95,1.89,1.04
(주)대한항공,003490,2014/12,0,0,-8185,966.06,3.32,0.52,0,0,1.83,1.09,1.65,0.99
(주)대한항공,003490,2015/12,123.54,0,-7968,867.59,7.65,-3.06,0,0,1.92,0.95,1.45,0.72
(주)대한항공,003490,2016/12,26.92,0,-7639,1178.12,9.55,1.62,0,0,2.08,1.33,0.96,0.61
(주)대한항공,003490,2017/12,-16.15,0,8639,557.1,7.77,3.07,3.96,2.55,1.09,0.7,1.28,0.82
(주)대한항공,003490,2018/12,-33.61,-126.03,-2148,783.45,4.8,7.6,0,0,1.47,0.93,1.47,0.93
(주)대한항공,003490,2019/12,-59.79,0,-6557,871.45,2.03,-2.59,0,0,1.57,0.82,1.74,0.91
(주)대한항공,003490,2020/12,-57.7,0,-1979,660.63,1.43,-40.03,0,0,0.93,0.39,2.01,0.85
(주)대한항공,003490,2021/12,0,0,1743,288.48,15.73,0,17.44,12.54,1.66,1.19,3.18,2.29
(주)대한항공,003490,2022/12,99.62,199.19,4787,212.06,20.08,56.33,6.76,4.23,1.38,0.86,2.24,1.4
(주)더블유게임즈,192080,2014/12,,,,,,,,,,,,
(주)더블유게임즈,192080,2015/12,,,,,,,0,0,0,0,0,0
(주)더블유게임즈,192080,2016/12,0,0,2952,15.53,28.82,0,0,0,0,0,0,0
(주)더블유게임즈,192080,2017/12,80.61,-27.59,2204,146.45,25.37,105.19,0,0,0,0,0,0
(주)더블유게임즈,192080,2018/12,67.56,148.16,5279,92.33,28.11,51.25,0,0,0,0,0,0
(주)더블유게임즈,192080,2019/12,13.89,25.67,6541,66.07,30.09,6.38,12.95,7.47,2.23,1.28,19.13,11.03
(주)더블유게임즈,192080,2020/12,25.6,1.82,6634,10.27,29.5,28.09,11.83,4.88,2.27,0.94,18.38,7.58
(주)더블유게임즈,192080,2021/12,-1.97,11.72,7391,16.63,30.5,-5.18,12.67,7.62,1.86,1.12,23.19,13.96
(주)더블유게임즈,192080,2022/12,-3.42,0,-7815,22.79,29.79,-1.09,0,0,1.74,1.06,26.25,16
(주)동서,026960,2007/12,0,0,2603,16.85,12.01,0,0,0,0,0,0,0
(주)동서,026960,2008/12,19.56,17.85,3068,15.17,12.1,18.58,0,0,0,0,0,0
(주)동서,026960,2009/12,31.3,19.64,3670,12.68,14.61,8.76,0,0,0,0,0,0
(주)동서,026960,2010/12,7.25,8.36,3977,12.71,13.64,14.92,0,0,0,0,0,0
(주)동서,026960,2011/12,2.77,-22.12,3312,13.15,11.85,15.19,0,0,0,0,0,0
(주)동서,026960,2012/12,-2.26,25.82,2084,11.11,11.17,3.73,0,0,0,0,0,0
(주)동서,026960,2013/12,-0.73,1.02,1246,10.86,10.83,2.32,0,0,0,0,0,0
(주)동서,026960,2014/12,6.25,3.1,1284,9.45,10.77,6.86,0,0,0,0,0,0
(주)동서,026960,2015/12,-9.8,-4.65,1225,10.2,9.59,1.34,0,0,0,0,0,0
(주)동서,026960,2016/12,-6.63,-2.1,1199,10.83,8.88,0.86,29.06,21.15,3.12,2.27,35.52,25.84
(주)동서,026960,2017/12,4.54,2.78,1233,11.49,8.53,8.81,27.44,20.1,2.92,2.14,34.96,25.61
(주)동서,026960,2018/12,-9.35,-4.7,1179,11.01,7.67,0.79,25.47,13.89,2.49,1.36,34.2,18.65
(주)동서,026960,2019/12,-10.98,17.45,1388,9.34,7.66,-10.88,15.94,12.09,1.72,1.31,17.72,13.43
(주)동서,026960,2020/12,17.27,-14.54,1186,9.2,9.15,-1.83,31.31,12.07,2.79,1.08,48.45,18.68
(주)동서,026960,2021/12,0,0,1149,9.25,7.17,0,39.14,24.89,3.26,2.07,54.53,34.68
(주)동서,026960,2022/12,2.09,48.08,1701,5.33,7.04,3.95,18.65,11.43,2.15,1.32,37.86,23.21
(주)두산,000150,2007/12,0,0,4159,442.18,7.75,0,269.94,42.69,14.35,2.27,51.79,8.19
(주)두산,000150,2008/12,-12.26,0,4623,441.03,4.85,40.24,59.78,15.64,4.32,1.13,56.76,14.85
(주)두산,000150,2009/12,-48.65,0,9627,407.56,2.6,-4.3,17.9,8.58,2.37,1.14,144.96,69.49
(주)두산,000150,2010/12,68.65,0,40361,72.85,23.98,-81.7,39.78,18.39,2.62,1.21,55.94,25.86
(주)두산,000150,2011/12,-49.63,-60.26,15521,80.46,11.24,7.48,33.97,20.07,2.79,1.65,28.75,16.98
(주)두산,000150,2012/12,-54.78,-72.54,3871,85.78,5.35,-4.95,60.58,40.04,2.69,1.78,23.63,15.62
(주)두산,000150,2013/12,463.5,47.43,5849,244.07,5.26,472.18,26.68,20.62,2.14,1.66,17.26,13.34
(주)두산,000150,2014/12,-12.71,-47.11,3129,252.37,4.93,-6.69,19.88,14.29,1.86,1.34,15.02,10.8
(주)두산,000150,2015/12,-73.75,0,-20292,275.96,1.4,-7.37,32,19.05,2,1.19,18.76,11.16
(주)두산,000150,2016/12,246.67,0,9972,262.81,5.59,-13.45,20.98,12.07,1.65,0.95,19.3,11.1
(주)두산,000150,2017/12,28.64,-79.36,1909,278.37,6.71,7.16,18.66,11.56,1.87,1.16,18.77,11.63
(주)두산,000150,2018/12,3.05,-388.06,-5955,304.2,6.69,3.34,22.87,14.75,1.64,1.05,45.14,29.11
(주)두산,000150,2019/12,3.78,0,21900,327.74,6.81,2,4.55,2.39,1.4,0.73,20.24,10.62
(주)두산,000150,2020/12,-78.21,0,-31092,290.65,1.62,-8.45,8.35,3.05,0.59,0.21,0,0
(주)두산,000150,2021/12,243.98,0,11890,206.1,7.16,-22.19,7.71,2.41,1.07,0.33,0,0
(주)두산,000150,2022/12,19.04,0,-39132,155.54,6.63,28.72,15.99,7.36,0.91,0.42,0,0
(주)메리츠금융지주,138040,2011/03,,,,,,,,,,,,
(주)메리츠금융지주,138040,2012/03,,,,,,,,,,,,
(주)메리츠금융지주,138040,2013/03,,,,,,,,,,,,
(주)메리츠금융지주,138040,2014/12,,,,,,,,,,,,
(주)메리츠금융지주,138040,2015/12,,,,,,,,,,,,
(주)메리츠금융지주,138040,2016/12,,,,,,,,,,,,
(주)메리츠금융지주,138040,2017/12,,,,,,,,,,,,
(주)메리츠금융지주,138040,2018/12,,,,,,,,,,,,
(주)메리츠금융지주,138040,2019/12,,,,,,,,,,,,
(주)메리츠금융지주,138040,2020/12,,,,,,,,,,,,
(주)메리츠금융지주,138040,2021/12,,,,,,,,,,,,
(주)메리츠금융지주,138040,2022/12,,,,,,,,,,,,
(주)보령,003850,2007/12,,,,,,,18.6,11.78,1.37,0.87,7.74,4.9
(주)보령,003850,2008/12,,,,,,,34.69,9.38,1.53,0.41,13.8,3.73
(주)보령,003850,2009/12,,,,,,,28.29,11.13,1.2,0.47,40.8,16.05
(주)보령,003850,2010/12,,,,,,,17.92,5.08,2.11,0.6,10.67,3.03
(주)보령,003850,2011/12,,,,,,,38.59,14.48,1.92,0.72,25.96,9.74
(주)보령,003850,2012/12,,,,,,,20.22,8.79,1.48,0.65,10.34,4.5
(주)보령,003850,2013/12,,,,,,,20.58,11.75,2.05,1.17,10.19,5.82
(주)보령,003850,2014/12,,,,,,,17.01,10.9,2.31,1.48,39.32,25.2
(주)보령,003850,2015/12,,,,,,,32.4,14.85,3.74,1.71,38.43,17.62
(주)보령,003850,2016/12,,,,,,,108.56,75.98,3.46,2.42,65.09,45.56
(주)보령,003850,2017/12,0,0,1334,61.23,0.24,0,9.84,6.05,2.43,1.5,0,0
(주)보령,003850,2018/12,2346.43,-64.18,483,75.72,5.42,8.91,24.9,3.41,2.4,0.33,14.63,2
(주)보령,003850,2019/12,56.53,58.67,766,79.4,7.45,13.87,21.49,12.33,2.77,1.59,15.69,9
(주)보령,003850,2020/12,2.36,-16.65,554,90.43,7.12,7.17,38.52,14.38,3.58,1.34,23.21,8.67
(주)보령,003850,2021/12,3.66,60.28,689,74.7,6.61,11.64,72.92,32.82,5.37,2.42,27.67,12.46
(주)보령,003850,2022/12,36.56,-2.67,636,72.8,7.44,21.23,20.33,12.38,3.17,1.93,37.95,23.1
(주)비지에프리테일,282330,2017/12,,,,,,,,,,,,
(주)비지에프리테일,282330,2018/12,614.71,450.98,8925,184.2,3.28,515.28,26.01,16.2,10.06,6.26,11.59,7.22
(주)비지에프리테일,282330,2019/12,3.75,-1.82,8763,248.93,3.31,2.95,27.29,18.12,8.18,5.43,7.69,5.11
