회사명,거래소코드,회계년도,정상영업이익증가율(IFRS),순이익증가율(IFRS),1주당순이익(IFRS)(원),부채비율(IFRS),매출액정상영업이익률(IFRS)
(주)신성이엔지,011930,2013/12,0,0,-490,568.44,-7.88
(주)신성이엔지,011930,2014/12,0,0,-203,579.43,-1.58
(주)신성이엔지,011930,2015/12,0,0,28,413.91,4.47
(주)신성이엔지,011930,2016/12,0,594.04,153,412.58,-4.51
(주)신성이엔지,011930,2017/12,0,0,-385,679.38,-1.6
(주)신성이엔지,011930,2018/12,0,0,-48,248.39,-3.28
(주)신성이엔지,011930,2019/12,0,0,60,221.02,1.29
(주)신성이엔지,011930,2020/12,177.1,0,-121,107.91,3.09
(주)신성이엔지,011930,2021/12,0,0,-113,122.16,-1.64
(주)신성이엔지,011930,2022/12,0,0,23,180.19,2.42
(주)신세계,004170,2003/12,,,,,
(주)신세계,004170,2004/12,,,,,
(주)신세계,004170,2005/12,,,,,
(주)신세계,004170,2006/12,,,,,
(주)신세계,004170,2007/12,0,0,26541,148.53,9.11
(주)신세계,004170,2008/12,9.69,14.63,30424,161.88,9.45
(주)신세계,004170,2009/12,9.45,-1,30118,134.53,9.19
(주)신세계,004170,2010/12,-78.31,97.12,29684,88.56,15.21
(주)신세계,004170,2011/12,7.29,202.03,177233,93.69,14.95
(주)신세계,004170,2012/12,-14.51,-95.92,14021,147.44,12.02
(주)신세계,004170,2013/12,11.19,-12.78,12229,136.81,13.17
(주)신세계,004170,2014/12,-6.54,10.91,13563,126.65,12.65
(주)신세계,004170,2015/12,-2.86,196.31,40189,90.05,12.42
(주)신세계,004170,2016/12,7.15,-59.77,16168,96.51,12.04
(주)신세계,004170,2017/12,11.11,-10.65,14447,93.44,13.2
(주)신세계,004170,2018/12,10.21,31.42,18106,93.93,13.93
(주)신세계,004170,2019/12,-8.32,278.01,70908,92.67,14.26
(주)신세계,004170,2020/12,-42.91,-69.67,21275,108.94,8.69
(주)신세계,004170,2021/12,106.24,2.12,22226,105.3,15.64
(주)신세계,004170,2022/12,33.08,13.25,25171,110.77,18.65
(주)신세계아이앤씨,035510,2003/12,,,,,
(주)신세계아이앤씨,035510,2004/12,,,,,
(주)신세계아이앤씨,035510,2005/12,,,,,
(주)신세계아이앤씨,035510,2006/12,,,,,
(주)신세계아이앤씨,035510,2007/12,0,0,8378,104.63,8.09
(주)신세계아이앤씨,035510,2008/12,-27.93,-16.32,7010,112.14,5.33
(주)신세계아이앤씨,035510,2009/12,-11.65,11.66,7827,103.45,4.14
(주)신세계아이앤씨,035510,2010/12,34.18,66.7,13049,73.52,5.56
(주)신세계아이앤씨,035510,2011/12,22.77,-23.6,9969,42.34,6.15
(주)신세계아이앤씨,035510,2012/12,-9.13,-12.47,8726,34.04,6.34
(주)신세계아이앤씨,035510,2013/12,-6.61,-14.67,7445,27.3,7.34
(주)신세계아이앤씨,035510,2014/12,-11.86,-5.46,7039,29.38,6.8
(주)신세계아이앤씨,035510,2015/12,-29.22,-43.75,3959,30.76,4.2
(주)신세계아이앤씨,035510,2016/12,-20.52,-62.61,1481,33.39,2.94
(주)신세계아이앤씨,035510,2017/12,77.1,289.52,5993,36.47,4.83
(주)신세계아이앤씨,035510,2018/12,-3.6,194.96,17877,59.03,3.99
(주)신세계아이앤씨,035510,2019/12,24.17,-63.57,6512,45.43,4.06
(주)신세계아이앤씨,035510,2020/12,62.27,552.83,52485,34.23,6.25
(주)신세계아이앤씨,035510,2021/12,18.38,-43.93,31440,28.17,6.75
(주)신세계아이앤씨,035510,2022/12,4.35,131.65,6874,31.66,6.3
(주)신세계인터내셔날,031430,2003/12,,,,,
(주)신세계인터내셔날,031430,2004/12,,,,,
(주)신세계인터내셔날,031430,2005/12,,,,,
(주)신세계인터내셔날,031430,2006/12,,,,,
(주)신세계인터내셔날,031430,2007/12,0,0,4152,115.16,9.97
(주)신세계인터내셔날,031430,2008/12,6.25,-0.66,4124,124.34,8.16
(주)신세계인터내셔날,031430,2009/12,-2.7,33.13,5491,105.48,6.49
(주)신세계인터내셔날,031430,2010/12,39.07,34.33,6829,95.68,6.83
(주)신세계인터내셔날,031430,2011/12,42.1,37.87,7536,47.8,7.11
(주)신세계인터내셔날,031430,2012/12,-40.93,1.45,6559,52.54,4.22
(주)신세계인터내셔날,031430,2013/12,-20.39,-36.46,4168,73.59,3.35
(주)신세계인터내셔날,031430,2014/12,-21.8,-77.14,953,90.34,2.45
(주)신세계인터내셔날,031430,2015/12,-17.62,79.89,1714,91.24,1.93
(주)신세계인터내셔날,031430,2016/12,34.14,-35.91,1099,98.11,2.56
(주)신세계인터내셔날,031430,2017/12,26.69,188.07,3165,89.79,3.02
(주)신세계인터내셔날,031430,2018/12,133.99,68.26,5325,82.15,6.05
(주)신세계인터내셔날,031430,2019/12,27.81,60.8,8563,92.43,6.76
(주)신세계인터내셔날,031430,2020/12,-53.01,0.77,8629,83.23,3.36
(주)신세계인터내셔날,031430,2021/12,98.01,-8.86,7864,67.47,6.09
(주)신세계인터내셔날,031430,2022/12,23.4,59.38,2507,59.18,6.96
(주)신세계푸드,031440,2003/12,,,,,
(주)신세계푸드,031440,2004/12,,,,,
(주)신세계푸드,031440,2005/12,,,,,
(주)신세계푸드,031440,2006/12,,,,,
(주)신세계푸드,031440,2007/12,0,0,5054,49.74,6.54
(주)신세계푸드,031440,2008/12,13.67,12.87,5704,50.95,6.29
(주)신세계푸드,031440,2009/12,24.23,24.84,7121,45.13,6.61
(주)신세계푸드,031440,2010/12,11.62,16.6,8304,50.56,5.82
(주)신세계푸드,031440,2011/12,7.3,9.94,9128,41.12,5.62
(주)신세계푸드,031440,2012/12,-12.56,-11.51,8077,30.12,4.76
(주)신세계푸드,031440,2013/12,-34,-30.3,5630,30.88,3.14
(주)신세계푸드,031440,2014/12,-63.99,-78.23,1221,33.98,1.25
(주)신세계푸드,031440,2015/12,15.39,76.82,1919,69.33,1.04
(주)신세계푸드,031440,2016/12,139.63,111.24,4054,81.85,2.17
(주)신세계푸드,031440,2017/12,36.46,34.14,5438,85.15,2.6
(주)신세계푸드,031440,2018/12,-8.89,-65.32,1886,93.9,2.22
(주)신세계푸드,031440,2019/12,-16.68,-53.29,881,129.01,1.79
(주)신세계푸드,031440,2020/12,-59.09,0,-5789,208.57,0.78
(주)신세계푸드,031440,2021/12,225.67,0,646,206.08,2.35
(주)신세계푸드,031440,2022/12,-28.82,0,-1535,207.75,1.58
(주)신영와코루,005800,2003/09,,,,,
(주)신영와코루,005800,2004/09,,,,,
(주)신영와코루,005800,2005/09,,,,,
(주)신영와코루,005800,2006/09,,,,,
(주)신영와코루,005800,2007/09,0,0,17085,12.71,8.8
(주)신영와코루,005800,2008/09,-7.68,-10.55,15282,24.01,7.58
(주)신영와코루,005800,2009/09,1.57,-2.66,14876,13.43,7.91
(주)신영와코루,005800,2010/09,22.48,16.43,17320,13.21,9.11
(주)신영와코루,005800,2011/09,5.46,1.91,17651,12.39,9.59
(주)신영와코루,005800,2012/09,-15.51,-9.81,15920,13.27,7.79
(주)신영와코루,005800,2013/09,-32.48,-21.49,12498,12.85,5.4
(주)신영와코루,005800,2014/09,-58.9,-45.56,6804,11.54,2.33
(주)신영와코루,005800,2015/12,0,0,11582,11.45,3.86
(주)신영와코루,005800,2016/12,-40.48,72.09,19931,10.71,2.29
(주)신영와코루,005800,2017/12,59.93,-52.86,9395,8.19,3.6
(주)신영와코루,005800,2018/12,-83.62,-61.78,3591,8.18,0.63
(주)신영와코루,005800,2019/12,-79.38,1.99,3662,10.36,0.12
(주)신영와코루,005800,2020/12,-67.69,-29.09,3316,17.47,0.25
(주)신영와코루,005800,2021/12,698.24,143.67,8080,18.01,1.9
(주)신영와코루,005800,2022/12,108.45,59.41,1288,17.69,3.71
(주)신원,009270,2003/12,,,,,
(주)신원,009270,2004/12,,,,,
(주)신원,009270,2005/12,,,,,
(주)신원,009270,2006/12,,,,,
(주)신원,009270,2007/12,0,0,4085,65.37,6.54
(주)신원,009270,2008/12,11.81,22.34,500,52.46,6.01
(주)신원,009270,2009/12,20.04,0.22,503,55.77,6.54
(주)신원,009270,2010/12,-64.13,-75.39,122,73,2.06
(주)신원,009270,2011/12,-71.82,-14.91,111,100.04,0.56
(주)신원,009270,2012/12,-74.74,0,-110,126.53,0.13
(주)신원,009270,2013/12,446.75,0,-71,137.32,0.71
(주)신원,009270,2014/12,240.28,0,19,137.94,2.31
(주)신원,009270,2015/12,3.23,202.22,59,130.78,2.26
(주)신원,009270,2016/12,-1.56,0,-88,133.67,2.22
(주)신원,009270,2017/12,-91.02,0,-150,146.69,0.2
(주)신원,009270,2018/12,587.57,0,-86,121.63,1.4
(주)신원,009270,2019/12,31.91,0,7,104.15,1.7
(주)신원,009270,2020/12,-70.76,0,-176,124.49,0.48
(주)신원,009270,2021/12,749.87,0,177,140.17,3.25
(주)신원,009270,2022/12,31.08,40.31,225,135.29,3.78
(주)신풍,002870,2003/12,,,,,
(주)신풍,002870,2004/12,,,,,
(주)신풍,002870,2005/12,,,,,
(주)신풍,002870,2006/12,,,,,
(주)신풍,002870,2007/12,0,0,-3028,119.78,-6.34
(주)신풍,002870,2008/12,0,0,-4312,198.4,-11.5
(주)신풍,002870,2009/12,0,0,21215,80.86,-0.36
(주)신풍,002870,2010/12,0,-93.9,1393,47.69,2.53
(주)신풍,002870,2011/12,0,0,-2394,62.18,-5.91
(주)신풍,002870,2012/12,0,0,-4564,97.75,-10.61
(주)신풍,002870,2013/12,0,0,-2790,140.17,-1.99
(주)신풍,002870,2014/12,0,0,-6533,193.56,-18.04
(주)신풍,002870,2015/12,0,0,-5166,251.24,-17.76
(주)신풍,002870,2016/12,0,0,450,252.12,1.98
(주)신풍,002870,2017/12,0,-31.93,31,241.39,-1.51
(주)신풍,002870,2018/12,0,869.11,297,216.52,8.15
(주)신풍,002870,2019/12,3.32,147.61,736,164.04,8.32
(주)신풍,002870,2020/12,0,46.64,1079,5.41,-38.74
(주)신풍,002870,2021/12,0,0,-325,3.9,-16.32
(주)신풍,002870,2022/12,0,0,-225,2.71,-27.41
(주)신화다이나믹스,001770,2003/12,,,,,
(주)신화다이나믹스,001770,2004/12,,,,,
(주)신화다이나믹스,001770,2005/12,,,,,
(주)신화다이나믹스,001770,2006/12,,,,,
(주)신화다이나믹스,001770,2007/12,0,0,1531,164.2,7.14
(주)신화다이나믹스,001770,2008/12,158.2,345.41,6819,202.86,11.53
(주)신화다이나믹스,001770,2009/12,-12.79,-11.04,5820,105.11,10.47
(주)신화다이나믹스,001770,2010/12,-39.4,-42.23,2955,142.09,6.16
(주)신화다이나믹스,001770,2011/12,-35.19,-74.22,699,128.87,4.05
(주)신화다이나믹스,001770,2012/12,-10.04,-29.32,473,133,3.73
(주)신화다이나믹스,001770,2013/12,0,0,-1645,115.89,-1.06
(주)신화다이나믹스,001770,2014/12,0,0,416,96.61,2.38
(주)신화다이나믹스,001770,2015/12,78.64,282.24,1590,76.51,4.6
(주)신화다이나믹스,001770,2016/12,-77,-70.17,474,78.27,0.86
(주)신화다이나믹스,001770,2017/12,0,0,-1711,90.69,-2.95
(주)신화다이나믹스,001770,2018/12,0,0,1833,89.74,4.44
(주)신화다이나믹스,001770,2019/12,-68.13,-56.73,793,91.18,1.37
(주)신화다이나믹스,001770,2020/12,-81.53,-49.23,403,85.53,0.24
(주)신화다이나믹스,001770,2021/12,2952.02,1084.47,4768,74.96,5.45
(주)신화다이나믹스,001770,2022/12,148.21,86.77,8905,71.59,11.32
(주)신흥,004080,2003/12,,,,,
(주)신흥,004080,2004/12,,,,,
(주)신흥,004080,2005/12,,,,,
(주)신흥,004080,2006/12,,,,,
(주)신흥,004080,2007/12,0,0,456,79.62,6.15
(주)신흥,004080,2008/12,-27.44,-56.09,200,88.03,4.44
(주)신흥,004080,2009/12,-69.45,-17.05,165,88.19,1.35
(주)신흥,004080,2010/12,282.14,180.01,465,70.48,4.92
(주)신흥,004080,2011/12,-19.9,-27.57,342,76.63,3.92
(주)신흥,004080,2012/12,-86.07,-75.46,85,77.84,0.6
(주)신흥,004080,2013/12,220.72,82.78,155,59.52,2.4
(주)신흥,004080,2014/12,120.17,402.32,777,41.01,5.26
(주)신흥,004080,2015/12,-8.51,-28.51,555,50.44,4.79
(주)신흥,004080,2016/12,-31.09,-40.74,329,43.47,3.3
(주)신흥,004080,2017/12,-18.46,4.09,342,38.87,2.77
(주)신흥,004080,2018/12,-66.97,-18.68,278,38.04,0.91
(주)신흥,004080,2019/12,174.53,-70.99,81,55.31,2.47
(주)신흥,004080,2020/12,1.79,966.42,860,52.81,2.65
(주)신흥,004080,2021/12,288.95,62.39,1406,31.59,9.46
(주)신흥,004080,2022/12,-19.36,-37.85,883,26.47,8.2
(주)쌍방울,102280,2008/12,,,,,
(주)쌍방울,102280,2009/12,0,0,-451,71.57,0.52
(주)쌍방울,102280,2010/12,1189.98,0,58,59.8,6.9
(주)쌍방울,102280,2011/12,-16.83,10.25,64,60.65,4.98
(주)쌍방울,102280,2012/12,-24.68,-43.66,36,49.93,3.8
(주)쌍방울,102280,2013/12,-91.15,0,-5,64.94,0.4
(주)쌍방울,102280,2014/12,11.89,0,-4,60.39,0.45
(주)쌍방울,102280,2015/12,81.72,0,8,16.97,0.83
(주)쌍방울,102280,2016/12,0,0,-107.02,18.64,-14.2
(주)쌍방울,102280,2017/12,0,0,1116.84,100.22,-13.15
(주)쌍방울,102280,2018/12,0,0,-694.86,76.79,0.84
(주)쌍방울,102280,2019/12,0,0,-293,93.44,-10.89
(주)쌍방울,102280,2020/12,0,0,-185,61.03,-16.09
(주)쌍방울,102280,2021/12,0,0,-34,72.05,-1.64
(주)쌍방울,102280,2022/12,0,0,-415,18.42,-10.42
(주)쎌마테라퓨틱스,015540,2003/12,,,,,
(주)쎌마테라퓨틱스,015540,2004/12,,,,,
(주)쎌마테라퓨틱스,015540,2005/12,,,,,
(주)쎌마테라퓨틱스,015540,2006/12,,,,,
(주)쎌마테라퓨틱스,015540,2007/12,0,0,-337,142.19,-80.28
(주)쎌마테라퓨틱스,015540,2008/12,0,0,-116,120.31,-14.96
(주)쎌마테라퓨틱스,015540,2009/12,0,0,-205,42.71,-41.11
(주)쎌마테라퓨틱스,015540,2010/12,0,0,-165,70.55,-48.59
(주)쎌마테라퓨틱스,015540,2011/12,0,0,-366,30.76,-151.37
(주)쎌마테라퓨틱스,015540,2012/12,0,0,-202,9.37,-30.99
(주)쎌마테라퓨틱스,015540,2013/12,0,0,-97,8.15,-59.14
(주)쎌마테라퓨틱스,015540,2014/12,0,0,-828,14.74,-55.14
(주)쎌마테라퓨틱스,015540,2015/12,0,0,-886,231.15,-45.61
(주)쎌마테라퓨틱스,015540,2016/12,0,0,-3649,124.02,-34.35
(주)쎌마테라퓨틱스,015540,2017/12,0,0,-1800,127.12,-33.35
(주)쎌마테라퓨틱스,015540,2018/12,0,0,-2055,453.59,-68.99
(주)쎌마테라퓨틱스,015540,2019/12,0,0,-3916,378.06,-166.26
(주)쎌마테라퓨틱스,015540,2020/12,0,0,-1830,4215.44,-95.87
(주)쎌마테라퓨틱스,015540,2021/12,0,0,-448,91.32,-47.98
(주)쎌마테라퓨틱스,015540,2022/12,0,0,-153,671.26,-39.15
(주)쏘카,403550,2013/12,,,,,
(주)쏘카,403550,2014/12,,,,,
(주)쏘카,403550,2015/12,,,,,
(주)쏘카,403550,2016/12,,,,,
(주)쏘카,403550,2017/12,,,,,
(주)쏘카,403550,2018/12,,,,,
(주)쏘카,403550,2019/12,,,,,
(주)쏘카,403550,2020/12,,,,,
(주)쏘카,403550,2021/12,0,0,173,180.09,-2.96
(주)쏘카,403550,2022/12,0,0,-254,123.16,1.66
(주)씨아이테크,004920,2003/12,,,,,
(주)씨아이테크,004920,2004/12,,,,,
(주)씨아이테크,004920,2005/12,,,,,
(주)씨아이테크,004920,2006/12,,,,,
(주)씨아이테크,004920,2007/12,0,0,380,17.56,-1.94
(주)씨아이테크,004920,2008/12,0,0,-2478,21.98,-45.28
(주)씨아이테크,004920,2009/12,0,0,-2614,11.2,-42.67
(주)씨아이테크,004920,2010/12,0,0,-1494,7.94,-43.35
(주)씨아이테크,004920,2011/12,0,0,-1653,10.83,-32.38
(주)씨아이테크,004920,2012/12,0,0,-448,3.26,-23.99
(주)씨아이테크,004920,2013/12,0,0,-64,30.05,-27.81
(주)씨아이테크,004920,2014/12,0,0,-136,38.18,-44.19
(주)씨아이테크,004920,2015/12,0,0,24,25.74,6.12
(주)씨아이테크,004920,2016/12,0,0,-71,9.53,-20.59
(주)씨아이테크,004920,2017/12,0,0,-264,51.53,-51.97
(주)씨아이테크,004920,2018/12,0,0,-106,38.04,-17.73
(주)씨아이테크,004920,2019/12,0,0,-53,34.14,-10.46
(주)씨아이테크,004920,2020/12,0,0,-362,77.82,-16.6
(주)씨아이테크,004920,2021/12,0,0,-253,45.55,-9.89
(주)씨아이테크,004920,2022/12,0,0,54,47.51,1.45
(주)씨티알모빌리티,308170,2003/12,,,,,
(주)씨티알모빌리티,308170,2004/12,,,,,
(주)씨티알모빌리티,308170,2005/12,,,,,
(주)씨티알모빌리티,308170,2006/12,,,,,
(주)씨티알모빌리티,308170,2007/12,,,,,
(주)씨티알모빌리티,308170,2008/12,,,,,
(주)씨티알모빌리티,308170,2009/12,,,,,
(주)씨티알모빌리티,308170,2010/12,,,,,
(주)씨티알모빌리티,308170,2011/12,,,,,
(주)씨티알모빌리티,308170,2012/12,,,,,
(주)씨티알모빌리티,308170,2013/12,,,,,
(주)씨티알모빌리티,308170,2014/12,,,,,
(주)씨티알모빌리티,308170,2015/12,,,,,
(주)씨티알모빌리티,308170,2016/12,,,,,
(주)씨티알모빌리티,308170,2017/12,0,0,10344,188.9,3.12
(주)씨티알모빌리티,308170,2018/12,-7.58,-42.8,592,149.56,3.18
(주)씨티알모빌리티,308170,2019/12,-41.79,-25.59,423,112.11,2.02
(주)씨티알모빌리티,308170,2020/12,-90.13,37.31,444,148.55,0.18
(주)씨티알모빌리티,308170,2021/12,0,0,-77,175.06,-0.33
(주)씨티알모빌리티,308170,2022/12,0,0,-697,161.78,-1.53
(주)아모레퍼시픽,090430,2006/12,,,,,
(주)아모레퍼시픽,090430,2007/12,0,0,29529,33.06,18.32
(주)아모레퍼시픽,090430,2008/12,2.65,-4.28,28225,30.47,16.67
(주)아모레퍼시픽,090430,2009/12,17.78,32.69,37658,28.03,16.99
(주)아모레퍼시픽,090430,2010/12,18.45,27.52,41751,29.47,17.3
(주)아모레퍼시픽,090430,2011/12,3.88,10.68,46212,24.77,16.13
(주)아모레퍼시픽,090430,2012/12,1.06,-13.58,39933,22.2,14.89
(주)아모레퍼시픽,090430,2013/12,0.47,-1.7,39253,21.92,14.08
(주)아모레퍼시픽,090430,2014/12,33.66,31.69,51694,22,15.77
(주)아모레퍼시픽,090430,2015/12,37.01,49.8,7744,19.99,18.3
(주)아모레퍼시픽,090430,2016/12,10.72,11.17,8610,21.38,17.83
(주)아모레퍼시픽,090430,2017/12,-37.7,-46.5,4606,18.87,13.08
(주)아모레퍼시픽,090430,2018/12,-21.52,-13.57,3981,10.44,10.14
(주)아모레퍼시픽,090430,2019/12,18.32,19.89,4795,13.14,11.25
(주)아모레퍼시픽,090430,2020/12,-63.95,-68.28,1524,10.85,5.26
(주)아모레퍼시픽,090430,2021/12,114.22,168.18,4078,11.96,9.79
(주)아모레퍼시픽,090430,2022/12,-30.8,-34.3,2667,8.59,8.19
(주)아모레퍼시픽그룹,002790,2003/12,,,,,
(주)아모레퍼시픽그룹,002790,2004/12,,,,,
(주)아모레퍼시픽그룹,002790,2005/12,,,,,
(주)아모레퍼시픽그룹,002790,2006/12,,,,,
(주)아모레퍼시픽그룹,002790,2007/12,0,0,7236,9.96,68.64
(주)아모레퍼시픽그룹,002790,2008/12,6.36,28.62,9354,7.98,84.29
(주)아모레퍼시픽그룹,002790,2009/12,64.39,14.69,10736,7.51,91.44
(주)아모레퍼시픽그룹,002790,2010/12,-81.97,-75.17,2441,4.02,64.43
(주)아모레퍼시픽그룹,002790,2011/12,67.94,25.61,3074,4.15,75.72
(주)아모레퍼시픽그룹,002790,2012/12,20.65,55.42,4808,3.11,69.38
(주)아모레퍼시픽그룹,002790,2013/12,22.13,-4.13,4589,3.3,65.41
(주)아모레퍼시픽그룹,002790,2014/12,55.32,48.06,6844,2.75,60.56
(주)아모레퍼시픽그룹,002790,2015/12,-20.49,-23.87,516,2.79,57.27
(주)아모레퍼시픽그룹,002790,2016/12,20.78,5.81,557,2.82,57.05
(주)아모레퍼시픽그룹,002790,2017/12,36.9,64.42,888,2.86,64.77
(주)아모레퍼시픽그룹,002790,2018/12,-31,-33.18,593,2.82,61.09
(주)아모레퍼시픽그룹,002790,2019/12,179.17,139.28,1273,2.56,81.38
(주)아모레퍼시픽그룹,002790,2020/12,-75.35,0,-163,2.87,58.85
(주)아모레퍼시픽그룹,002790,2021/12,-63.54,0,1235,4.08,31.15
(주)아모레퍼시픽그룹,002790,2022/12,1054.39,44.46,1772,2.62,84.55
(주)아센디오,012170,2003/12,,,,,
(주)아센디오,012170,2004/12,,,,,
(주)아센디오,012170,2005/12,,,,,
(주)아센디오,012170,2006/12,,,,,
(주)아센디오,012170,2007/12,0,0,-1356,2838.83,-216.31
(주)아센디오,012170,2008/12,0,0,-1097,0,-196.92
(주)아센디오,012170,2009/12,0,0,-8655,0,-86.37
(주)아센디오,012170,2010/12,0,0,-530,91.71,-95.03
(주)아센디오,012170,2011/12,0,0,1128,33.18,12.51
(주)아센디오,012170,2012/12,0,0,-190,57.04,-2.42
(주)아센디오,012170,2013/12,0,0,-737,68.96,-85.94
(주)아센디오,012170,2014/12,0,0,-305,93.18,-91.54
(주)아센디오,012170,2015/12,0,0,-122,57.85,-58.56
(주)아센디오,012170,2016/12,0,0,-79,32.92,-107.78
(주)아센디오,012170,2017/12,0,0,-256,113.14,-7.99
(주)아센디오,012170,2018/12,0,0,0,61.73,-134.48
(주)아센디오,012170,2019/12,0,0,-308,0,-36.63
(주)아센디오,012170,2020/12,0,0,-449,30.75,-10.37
(주)아센디오,012170,2021/12,0,0,-127,50.27,-15.42
(주)아센디오,012170,2022/12,0,0,-209,127.25,-48.74
(주)아이마켓코리아,122900,2003/12,,,,,
(주)아이마켓코리아,122900,2004/12,,,,,
(주)아이마켓코리아,122900,2005/12,,,,,
(주)아이마켓코리아,122900,2006/12,,,,,
(주)아이마켓코리아,122900,2007/12,0,0,5184,458.05,2.06
(주)아이마켓코리아,122900,2008/12,7.53,-4.98,4924,247.62,2.04
(주)아이마켓코리아,122900,2009/12,29.09,59.09,7836,255.3,2.37
(주)아이마켓코리아,122900,2010/12,40.43,47.32,1008,114.38,2.54
(주)아이마켓코리아,122900,2011/12,7.93,11.06,961,96,2.53
(주)아이마켓코리아,122900,2012/12,11.3,12.15,1078,113,2.31
(주)아이마켓코리아,122900,2013/12,5.96,2.18,1101,121.91,2.04
(주)아이마켓코리아,122900,2014/12,-9.06,-9.25,0,134.68,1.86
(주)아이마켓코리아,122900,2015/12,2.34,16.22,1174,148.1,1.79
(주)아이마켓코리아,122900,2016/12,-7.44,-45.21,664,151.06,1.61
(주)아이마켓코리아,122900,2017/12,-58.39,-36.27,419,94.22,0.78
(주)아이마켓코리아,122900,2018/12,22.71,24.27,525,95.86,0.98
(주)아이마켓코리아,122900,2019/12,37.22,-3.52,525,106.48,1.36
(주)아이마켓코리아,122900,2020/12,-33.5,40.87,774,110.68,0.97
(주)아이마켓코리아,122900,2021/12,44.39,80.37,1411,108.85,1.23
(주)아이마켓코리아,122900,2022/12,22.97,-18.23,1154,114.06,1.33
(주)아이에이치큐,003560,2003/12,,,,,
(주)아이에이치큐,003560,2004/12,,,,,
(주)아이에이치큐,003560,2005/12,,,,,
(주)아이에이치큐,003560,2006/12,,,,,
(주)아이에이치큐,003560,2007/12,0,0,37,23.13,-19.36
(주)아이에이치큐,003560,2008/12,0,0,-420,56.8,-20.07
(주)아이에이치큐,003560,2009/12,0,0,-121,51.32,-6.38
(주)아이에이치큐,003560,2010/12,0,0,-233,72.5,-17.91
(주)아이에이치큐,003560,2011/12,0,0,20,106.24,-3.11
(주)아이에이치큐,003560,2012/12,0,882,198,27.2,5.43
(주)아이에이치큐,003560,2013/12,0,-99.2,2,81.02,-2.01
(주)아이에이치큐,003560,2014/12,0,0,-140,76.98,-6.1
(주)아이에이치큐,003560,2015/12,0,0,42,15.23,10.76
(주)아이에이치큐,003560,2016/12,16.77,29.51,51,12.32,11.99
(주)아이에이치큐,003560,2017/12,33.53,-82.12,9,9.5,13.19
(주)아이에이치큐,003560,2018/12,-39.78,0,-71,11.42,9.31
(주)아이에이치큐,003560,2019/12,0,0,-501,20.29,-8.05
(주)아이에이치큐,003560,2020/12,0,0,-137,22.61,-20.54
(주)아이에이치큐,003560,2021/12,0,0,-43,96.12,-15.74
(주)아이에이치큐,003560,2022/12,0,0,-659,234.47,-64.54
(주)알루코,001780,2003/12,,,,,
(주)알루코,001780,2004/12,,,,,
(주)알루코,001780,2005/12,,,,,
(주)알루코,001780,2006/12,,,,,
(주)알루코,001780,2007/12,0,0,88,122.74,2.23
(주)알루코,001780,2008/12,-8.11,107.5,91,105.14,2.07
(주)알루코,001780,2009/12,7.47,-25.48,68,120.07,2.81
(주)알루코,001780,2010/12,378.65,263.74,204,103.98,7.96
(주)알루코,001780,2011/12,-68.48,0,-34,125.77,2.83
(주)알루코,001780,2012/12,-63.26,0,-125,147.36,1.13
(주)알루코,001780,2013/12,508.11,0,17,143.34,5.92
(주)알루코,001780,2014/12,-16.08,585.23,112,139.51,5.17
(주)알루코,001780,2015/12,22.12,153.49,256,94.77,5.67
(주)알루코,001780,2016/12,27.03,10.95,258,61.91,6.94
(주)알루코,001780,2017/12,-35.59,-40.6,143,62.27,5.56
(주)알루코,001780,2018/12,-96.25,32.56,190,76.44,0.21
(주)알루코,001780,2019/12,-45.55,0,-264,81.3,0.12
(주)알루코,001780,2020/12,-5.2,0,-337,97.1,0.11
(주)알루코,001780,2021/12,851.75,0,42,111.89,0.85
(주)알루코,001780,2022/12,75.75,43.15,64,105.7,1.07
(주)에넥스,011090,2003/12,,,,,
(주)에넥스,011090,2004/12,,,,,
(주)에넥스,011090,2005/12,,,,,
(주)에넥스,011090,2006/12,,,,,
(주)에넥스,011090,2007/12,0,0,1635,83.97,3
(주)에넥스,011090,2008/12,0,-91.83,14,73.36,-0.38
(주)에넥스,011090,2009/12,0,0,-168,124.06,-3.51
(주)에넥스,011090,2010/12,0,0,-458,130.58,-8.81
(주)에넥스,011090,2011/12,0,0,179,159.42,6.05
(주)에넥스,011090,2012/12,0,0,-332,175.94,-5.2
(주)에넥스,011090,2013/12,0,0,82,146.86,2.25
(주)에넥스,011090,2014/12,18.32,27.33,97,131.97,2.35
(주)에넥스,011090,2015/12,29.44,56.71,149,108.39,2.59
(주)에넥스,011090,2016/12,-72.56,-79.22,31,158.07,0.55
(주)에넥스,011090,2017/12,42.27,-20.02,25,185.21,0.72
(주)에넥스,011090,2018/12,-41.63,-40.75,15,163.55,0.4
(주)에넥스,011090,2019/12,0,0,-73,144.33,-0.46
(주)에넥스,011090,2020/12,0,0,-161,150.97,-3.58
(주)에넥스,011090,2021/12,0,0,176,100.67,-5.95
(주)에넥스,011090,2022/12,0,0,-400,191.75,-11.51
(주)에스비에스,034120,2003/12,,,,,
(주)에스비에스,034120,2004/12,,,,,
(주)에스비에스,034120,2005/12,,,,,
(주)에스비에스,034120,2006/12,,,,,
(주)에스비에스,034120,2007/12,0,0,2079,19.46,5.11
(주)에스비에스,034120,2008/12,-82.99,-85.78,395,23.76,0.91
(주)에스비에스,034120,2009/12,180.94,208.06,1301,41.83,2.79
