회사명,거래소코드,회계년도,당기순이익(손실)(IFRS연결)(천원),*주당순손익(IFRS연결)(원),부채(*)(IFRS연결)(천원),매출액(수익)(*)(3개월)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),* (정상)영업손익(보고서기재)(IFRS연결)(천원)
디엘(주),000210,2017/03,149346138,0,7563965645,2511358953,5248156601,113983699
디엘(주),000210,2018/03,250513431,0,8038343870,2836062777,5651506687,248241715
디엘(주),000210,2019/03,236381522,0,7107251885,2322069393,6234929264,240888040
디엘(주),000210,2020/03,223198548,0,7252235874,2509375472,6892901958,290180729
디엘(주),000210,2021/03,324615753,0,3241341313,509907602,3377051768,65951240
디엘(주),000210,2022/03,108270278,0,7263636208,883116562,4615448326,32261386
디엘이앤씨(주),375500,2021/03,174571494,0,4163956254,1699609230,4021044666,199763471
디엘이앤씨(주),375500,2022/03,102769484,0,4058631485,1514742334,4539565495,125745609
롯데관광개발(주),032350,2007/03,,,,,,
롯데관광개발(주),032350,2008/03,,,,,,
롯데관광개발(주),032350,2009/03,,,,,,
롯데관광개발(주),032350,2010/03,,,,,,
롯데관광개발(주),032350,2011/03,,,,,,
롯데관광개발(주),032350,2012/03,,,,,,
롯데관광개발(주),032350,2013/03,-2119316,0,137633788,12042566,6348871,2528
롯데관광개발(주),032350,2014/03,-669123,-27,28671685,9200093,113817184,-911708
롯데관광개발(주),032350,2015/03,935242,0,34972188,11203522,116025291,751479
롯데관광개발(주),032350,2016/03,-643914,0,94969425,10529563,164585107,-578378
롯데관광개발(주),032350,2017/03,322314,0,204248639,12783927,166464307,410951
롯데관광개발(주),032350,2018/03,309061,0,234820111,16808179,172848443,862769
롯데관광개발(주),032350,2019/03,-73551,0,205711821,17253838,306220823,-1130714
롯데관광개발(주),032350,2020/03,-12525404,0,364854315,12870784,293169240,-7609435
롯데관광개발(주),032350,2021/03,-54498870,0,977688545,12197872,184931030,-37833590
롯데관광개발(주),032350,2022/03,-48425928,0,1263878824,43108532,42585310,-27174652
롯데쇼핑(주),023530,2007/03,,,,,,
롯데쇼핑(주),023530,2008/03,,,,,,
롯데쇼핑(주),023530,2009/03,,,,,,
롯데쇼핑(주),023530,2010/03,,,,,,
롯데쇼핑(주),023530,2011/03,342004436,0,15540688234,5499737307,13985134891,447935680
롯데쇼핑(주),023530,2012/03,326455882,0,17951868385,5991903068,14971752624,364948160
롯데쇼핑(주),023530,2013/03,198458060,0,21786760418,6889852925,15926021276,345058624
롯데쇼핑(주),023530,2014/03,127892741,0,21709761807,6785879791,16992060045,318237382
롯데쇼핑(주),023530,2015/03,115436785,0,22188926871,6935373243,17561048822,267179995
롯데쇼핑(주),023530,2016/03,66027028,0,23299778705,7178876165,17057074745,208130490
롯데쇼핑(주),023530,2017/03,111492621,0,24786049298,7059437795,17259145438,207371691
롯데쇼핑(주),023530,2018/03,-9915956,0,14223408892,4346565862,13155825003,164853103
롯데쇼핑(주),023530,2019/03,109173419,0,20667377982,4446821740,12405889017,205255168
롯데쇼핑(주),023530,2020/03,-43331555,0,21676029222,4076714057,11586650554,52147585
롯데쇼핑(주),023530,2021/03,-40605256,0,23279672442,3880033393,11247244040,61787319
롯데쇼핑(주),023530,2022/03,69125324,0,21229311149,3770797425,11448279758,68714295
롯데에너지머티리얼즈(주),020150,2011/03,,,,,,
롯데에너지머티리얼즈(주),020150,2012/03,,,,,,
롯데에너지머티리얼즈(주),020150,2013/03,-1443000,-37,215596000,92804000,270098000,-3991000
롯데에너지머티리얼즈(주),020150,2014/03,23840000,0,256692000,96549000,310264000,-6550000
롯데에너지머티리얼즈(주),020150,2015/03,57269000,0,228251000,103632000,350468000,-4090000
롯데에너지머티리얼즈(주),020150,2016/03,25211000,0,111008000,105086000,261237000,5890000
롯데에너지머티리얼즈(주),020150,2017/03,10762000,0,96169000,99534000,307284000,13974000
롯데에너지머티리얼즈(주),020150,2018/03,6606848,144,145944088,115516218,501949427,7917029
롯데에너지머티리얼즈(주),020150,2019/03,12080343,0,171480731,120941548,542143868,11840306
롯데에너지머티리얼즈(주),020150,2020/03,18084062,392,212789549,137387499,829105884,10956158
롯데에너지머티리얼즈(주),020150,2021/03,15539152,337,242147989,137983837,854235723,13654922
롯데에너지머티리얼즈(주),020150,2022/03,27564504,0,427015747,200070015,1976122656,21588105
롯데웰푸드(주),280360,2018/03,1966334,0,1092794132,401252844,818190524,11283899
롯데웰푸드(주),280360,2019/03,8993818,0,1366000541,491768298,1273134464,15117452
롯데웰푸드(주),280360,2020/03,137401,0,1439814878,501758122,1277838123,18374470
롯데웰푸드(주),280360,2021/03,15315967,0,1330135330,508000203,1303733036,25911575
롯데웰푸드(주),280360,2022/03,-4029620,0,1360711155,505788899,1304059306,10759677
롯데정밀화학(주),004000,2007/03,,,,,,
롯데정밀화학(주),004000,2008/03,,,,,,
롯데정밀화학(주),004000,2009/03,,,,,,
롯데정밀화학(주),004000,2010/03,,,,,,
롯데정밀화학(주),004000,2011/03,15229665,0,253883951,310933808,1042338740,12562513
롯데정밀화학(주),004000,2012/03,20697874,0,333856825,357743560,1104389450,22223902
롯데정밀화학(주),004000,2013/03,-9150317,0,589844170,331806536,1130599928,-12623497
롯데정밀화학(주),004000,2014/03,-16543784,0,824619430,298055122,1111971707,-19094272
롯데정밀화학(주),004000,2015/03,806358,0,629816154,274767103,1194858224,-8807533
롯데정밀화학(주),004000,2016/03,-76867715,-3018,476246550,285560978,1073948573,-21239740
롯데정밀화학(주),004000,2017/03,19486753,765,436648869,286612525,1123408796,22083170
롯데정밀화학(주),004000,2018/03,55186856,2167,471365446,335783048,1227569353,49753114
롯데정밀화학(주),004000,2019/03,40840401,0,380674622,326636525,1375470204,37683370
롯데정밀화학(주),004000,2020/03,43070828,1691,371026794,349932949,1492970928,51002865
롯데정밀화학(주),004000,2021/03,40493898,1590,265218618,343935896,1652006640,35519398
롯데정밀화학(주),004000,2022/03,29573278,1161,559282589,652348003,2169659234,110346565
롯데지주(주),004990,2007/03,,,,,,
롯데지주(주),004990,2008/03,,,,,,
롯데지주(주),004990,2009/03,,,,,,
롯데지주(주),004990,2010/03,,,,,,
롯데지주(주),004990,2011/03,36370785,0,1291337038,416823604,2693672936,35814057
롯데지주(주),004990,2012/03,40798736,0,1248271108,436423831,2677408313,33071439
롯데지주(주),004990,2013/03,19213090,0,1264540811,466412323,2910344310,21834701
롯데지주(주),004990,2014/03,12567014,0,1398387526,510727641,2787758209,26614099
롯데지주(주),004990,2015/03,33488010,0,1466185781,547964911,2605380083,28301485
롯데지주(주),004990,2016/03,29802015,0,1621693727,531593440,2663534356,27789147
롯데지주(주),004990,2017/03,32019498,0,1570880831,551524170,2531026063,30011522
롯데지주(주),004990,2018/03,60100220,0,14217915094,2190920510,7434259183,75698351
롯데지주(주),004990,2019/03,118520275,0,20468696526,2033616836,8554205075,15056500
롯데지주(주),004990,2020/03,-61808968,0,7910541811,1995067181,7680397014,9164968
롯데지주(주),004990,2021/03,147532005,0,7997548780,2338681529,8001038448,42517227
롯데지주(주),004990,2022/03,111973978,0,11547376955,2970867388,9432975705,106870110
롯데칠성음료(주),005300,2007/03,,,,,,
롯데칠성음료(주),005300,2008/03,,,,,,
롯데칠성음료(주),005300,2009/03,,,,,,
롯데칠성음료(주),005300,2010/03,,,,,,
롯데칠성음료(주),005300,2011/03,20367072,0,1405430011,457502273,2195718574,36205125
롯데칠성음료(주),005300,2012/03,21203039,0,1430286251,502350850,2182928370,34918398
롯데칠성음료(주),005300,2013/03,18481489,0,1520625594,512015263,2348469450,29634048
롯데칠성음료(주),005300,2014/03,24589297,0,1655380715,523615417,2414160036,39633911
롯데칠성음료(주),005300,2015/03,22831849,0,1775051598,535707562,2314019427,37535634
롯데칠성음료(주),005300,2016/03,26282287,0,2036626871,542815632,2389763205,37975291
롯데칠성음료(주),005300,2017/03,8282394,0,2254166652,546549001,2344818275,26716279
롯데칠성음료(주),005300,2018/03,-1929649,-2354,2373406366,522645312,1288186079,8607385
롯데칠성음료(주),005300,2019/03,1073430,0,2212762228,574887451,1373142536,19252758
롯데칠성음료(주),005300,2020/03,-3498602,0,1984330139,507375505,1191976480,6255487
롯데칠성음료(주),005300,2021/03,16349501,0,2175737194,538777108,1301027936,32287883
롯데칠성음료(주),005300,2022/03,37156846,0,2279669398,626260170,1309017445,59712693
롯데케미칼(주),011170,2007/03,,,,,,
롯데케미칼(주),011170,2008/03,,,,,,
롯데케미칼(주),011170,2009/03,,,,,,
롯데케미칼(주),011170,2010/03,,,,,,
롯데케미칼(주),011170,2011/03,444500808,0,4159303627,3939737167,5460294103,582107176
롯데케미칼(주),011170,2012/03,181794831,0,4633392189,3850368674,6245672732,219612433
롯데케미칼(주),011170,2013/03,113652624,0,4858533462,4171238495,6238140057,117434197
롯데케미칼(주),011170,2014/03,47760313,0,4327650381,3873365767,6326567839,68333707
롯데케미칼(주),011170,2015/03,119809034,0,3743047797,2799561709,6563916257,177996060
롯데케미칼(주),011170,2016/03,345725459,0,3823040882,2684498204,7773018481,473590131
롯데케미칼(주),011170,2017/03,641362454,0,6902809782,3995988093,9833863203,814825683
롯데케미칼(주),011170,2018/03,543184617,0,8022540651,4123245530,12410527472,662023531
롯데케미칼(주),011170,2019/03,223732612,0,7816415389,3721833106,13501199647,295685655
롯데케미칼(주),011170,2020/03,-90185949,0,6070721067,3275609856,13974928856,-85994145
롯데케미칼(주),011170,2021/03,537899537,0,6603837355,4168347442,14392857697,623771360
롯데케미칼(주),011170,2022/03,116630310,0,8520773072,5586336085,15332665133,82634919
메리츠증권(주),008560,2007/06,,,,,,
메리츠증권(주),008560,2008/06,,,,,,
메리츠증권(주),008560,2009/06,,,,,,
메리츠증권(주),008560,2010/06,,,,,,
메리츠증권(주),008560,2011/06,,,,,,
메리츠증권(주),008560,2012/06,,,,,,
메리츠증권(주),008560,2013/06,,,,,,
메리츠증권(주),008560,2014/03,,,,,,
메리츠증권(주),008560,2015/03,,,,,,
메리츠증권(주),008560,2016/03,,,,,,
메리츠증권(주),008560,2017/03,,,,,,
메리츠증권(주),008560,2018/03,,,,,,
메리츠증권(주),008560,2019/03,,,,,,
메리츠증권(주),008560,2020/03,,,,,,
메리츠증권(주),008560,2021/03,,,,,,
메리츠증권(주),008560,2022/03,,,,,,
명신산업(주),009900,2021/03,20798906,510,337515950,255668236,209672737,25562388
명신산업(주),009900,2022/03,15614061,298,474382060,318274155,315285843,21756441
미래에셋증권(주),006800,2007/06,,,,,,
미래에셋증권(주),006800,2008/06,,,,,,
미래에셋증권(주),006800,2009/06,,,,,,
미래에셋증권(주),006800,2010/06,,,,,,
미래에셋증권(주),006800,2011/06,,,,,,
미래에셋증권(주),006800,2012/06,,,,,,
미래에셋증권(주),006800,2013/06,,,,,,
미래에셋증권(주),006800,2014/03,,,,,,
미래에셋증권(주),006800,2015/03,,,,,,
미래에셋증권(주),006800,2016/03,,,,,,
미래에셋증권(주),006800,2017/03,,,,,,
미래에셋증권(주),006800,2018/03,,,,,,
미래에셋증권(주),006800,2019/03,,,,,,
미래에셋증권(주),006800,2020/03,,,,,,
미래에셋증권(주),006800,2021/03,,,,,,
미래에셋증권(주),006800,2022/03,,,,,,
삼성SDI(주),006400,2007/03,,,,,,
삼성SDI(주),006400,2008/03,,,,,,
삼성SDI(주),006400,2009/03,,,,,,
삼성SDI(주),006400,2010/03,56006983,0,2011298584,1204911656,5184011349,64656618
삼성SDI(주),006400,2011/03,83464922,0,1938965867,1209045001,6188238257,60347343
삼성SDI(주),006400,2012/03,118809346,0,2400987168,1376691492,6495507128,67037476
삼성SDI(주),006400,2013/03,80586652,0,3316429655,1208192281,7580961981,-33281749
삼성SDI(주),006400,2014/03,40952397,0,3047505803,1135684154,7587277440,-38955247
삼성SDI(주),006400,2015/03,64630044,0,4277295879,1865892773,11842065075,6849497
삼성SDI(주),006400,2016/03,-717233568,0,5028728388,1290705976,10228081572,-703758326
삼성SDI(주),006400,2017/03,81653756,0,3898300792,1304779107,10783762409,-67324560
삼성SDI(주),006400,2018/03,160273441,0,4697117678,1908874317,11646194877,71968640
삼성SDI(주),006400,2019/03,57896315,0,7244721232,2304063855,12309548977,118798090
삼성SDI(주),006400,2020/03,728532,0,7422640143,2397530030,12464269086,53971596
삼성SDI(주),006400,2021/03,150012554,0,8280533731,2963210904,13642307365,133171965
삼성SDI(주),006400,2022/03,362655892,0,11344740612,4049426949,15660257402,322298746
삼성물산(주),028260,2007/03,,,,,,
삼성물산(주),028260,2014/03,383218805,0,4106605958,1153478372,4227086746,15231849
삼성물산(주),028260,2015/03,11383239,0,3677510332,1272836115,4711886519,6007410
삼성물산(주),028260,2016/03,-516637166,0,23605952085,6487039670,17321780158,-434813695
삼성물산(주),028260,2017/03,-1051665006,0,21947522217,6702301634,22071675997,136999225
삼성물산(주),028260,2018/03,375914916,0,23388091704,7476321536,25019496667,209171275
삼성물산(주),028260,2019/03,222433884,0,20697305212,7357051961,24115726918,105154418
삼성물산(주),028260,2020/03,346578170,0,18820218434,6960092987,23586996653,147047664
삼성물산(주),028260,2021/03,886713172,0,21906958179,7839586454,33706236838,302581601
삼성물산(주),028260,2022/03,649187764,0,22499582231,10439688658,30674413308,541607110
삼성바이오로직스(주),207940,2017/03,,,,,,
삼성바이오로직스(주),207940,2018/03,,,,,,
삼성바이오로직스(주),207940,2019/03,,,,,,
삼성바이오로직스(주),207940,2020/03,36653026,554,1553373834,207197182,4391597619,62573875
삼성바이오로직스(주),207940,2021/03,60975536,922,1819246011,260797316,4659860802,74295866
삼성바이오로직스(주),207940,2022/03,146942732,2221,3676402358,511303827,4321806215,176416807
삼성생명보험(주),032830,2007/06,,,,,,
삼성생명보험(주),032830,2008/06,,,,,,
삼성생명보험(주),032830,2009/06,,,,,,
삼성생명보험(주),032830,2010/06,,,,,,
삼성생명보험(주),032830,2011/06,,,,,,
삼성생명보험(주),032830,2012/06,,,,,,
삼성생명보험(주),032830,2013/06,,,,,,
삼성생명보험(주),032830,2014/03,,,,,,
삼성생명보험(주),032830,2015/03,,,,,,
삼성생명보험(주),032830,2016/03,,,,,,
삼성생명보험(주),032830,2017/03,,,,,,
삼성생명보험(주),032830,2018/03,,,,,,
삼성생명보험(주),032830,2019/03,,,,,,
삼성생명보험(주),032830,2020/03,,,,,,
삼성생명보험(주),032830,2021/03,,,,,,
삼성생명보험(주),032830,2022/03,,,,,,
삼성에스디에스(주),018260,2007/03,,,,,,
삼성에스디에스(주),018260,2008/03,,,,,,
삼성에스디에스(주),018260,2009/03,,,,,,
삼성에스디에스(주),018260,2010/03,32137560,0,886245736,914876690,2341696519,43029176
삼성에스디에스(주),018260,2011/03,70825938,0,941329433,1045172427,2747712117,96739158
삼성에스디에스(주),018260,2012/03,53300376,0,1010191385,1217897026,3014336610,71752696
삼성에스디에스(주),018260,2013/03,88581076,0,1245728903,1498391495,3329508002,126551404
삼성에스디에스(주),018260,2014/03,76304014,0,1436781108,1866857352,3937500400,102363099
삼성에스디에스(주),018260,2015/03,93266147,0,1489836006,1915523760,4255714306,130391786
삼성에스디에스(주),018260,2016/03,136062592,0,1379595497,1745035890,4865276810,124506733
삼성에스디에스(주),018260,2017/03,90665126,0,1525518644,2149520911,5250886903,146975190
삼성에스디에스(주),018260,2018/03,131619878,0,1766156026,2356888756,5709708158,181763041
삼성에스디에스(주),018260,2019/03,141005715,0,2470286368,2502458198,6163456242,198501390
삼성에스디에스(주),018260,2020/03,-30286118,0,2447385459,2436078896,6531539039,171212351
삼성에스디에스(주),018260,2021/03,158452776,0,2668631849,3061308384,6878996190,217093382
삼성에스디에스(주),018260,2022/03,204421095,0,3334358137,4191498112,7500799712,273523159
삼성엔지니어링(주),028050,2007/03,,,,,,
삼성엔지니어링(주),028050,2008/03,,,,,,
삼성엔지니어링(주),028050,2009/03,,,,,,
삼성엔지니어링(주),028050,2010/03,,,,,,
삼성엔지니어링(주),028050,2011/03,121360561,0,2929558002,1820547184,993001295,161851354
삼성엔지니어링(주),028050,2012/03,143566647,0,4184632751,2661567863,1362226079,189259563
삼성엔지니어링(주),028050,2013/03,-180489318,0,4564273842,2515945986,1387294284,-219762863
삼성엔지니어링(주),028050,2014/03,25140306,0,5073925430,2216291006,913432999,30644095
삼성엔지니어링(주),028050,2015/03,12108193,0,5266725027,1772806033,950578311,21604864
삼성엔지니어링(주),028050,2016/03,8321203,0,4592752818,1474111330,1038095141,26590639
삼성엔지니어링(주),028050,2017/03,-46943723,0,4247773065,1618863603,993966474,12393112
삼성엔지니어링(주),028050,2018/03,11845028,0,4005244362,1217512984,1031492901,21243191
삼성엔지니어링(주),028050,2019/03,104029122,0,3617880262,1351814706,1127147321,119022106
삼성엔지니어링(주),028050,2020/03,69455152,0,3176867001,1592524663,1394194386,85491226
삼성엔지니어링(주),028050,2021/03,101503708,0,3659661269,1530779946,1698272011,107280241
삼성엔지니어링(주),028050,2022/03,113696303,0,4099746474,2163375066,2092704452,174392653
삼성전기(주),009150,2007/03,,,,,,
삼성전기(주),009150,2008/03,,,,,,
삼성전기(주),009150,2009/03,,,,,,
삼성전기(주),009150,2010/03,152489335,0,3013140848,1623557624,2817245968,119107203
삼성전기(주),009150,2011/03,99197338,0,3266932730,1713705939,3782015013,92114453
삼성전기(주),009150,2012/03,70427941,0,4003927696,1747708862,3944525470,106665186
삼성전기(주),009150,2013/03,97829719,0,3262923878,2043716147,4019151866,113148264
삼성전기(주),009150,2014/03,4310436,0,3038827151,1728771191,4176374899,15104418
삼성전기(주),009150,2015/03,41681128,0,3061063493,1776513886,4451831974,60807557
삼성전기(주),009150,2016/03,36544160,0,3028329109,1604334231,4325564478,42908415
삼성전기(주),009150,2017/03,4375008,0,3410355265,1570464666,4260882020,25537393
삼성전기(주),009150,2018/03,115813061,0,3733162911,2018773532,4491693259,154006514
삼성전기(주),009150,2019/03,133039893,0,3943125361,2130551646,5057347616,190285845
삼성전기(주),009150,2020/03,133184216,0,3972526418,2224466256,5511966956,164558545
삼성전기(주),009150,2021/03,242726323,0,3527337675,2371948705,6154161178,331479374
삼성전기(주),009150,2022/03,321851873,0,2976495764,2616765576,7089186797,410547736
삼성전자(주),005930,2007/03,,,,,,
삼성전자(주),005930,2008/03,,,,,,
삼성전자(주),005930,2009/03,,,,,,
삼성전자(주),005930,2010/03,3993770000,0,39856847000,34638070000,75238948000,4405612000
삼성전자(주),005930,2011/03,2784738000,0,45033401000,36985017000,91498754000,2948536000
삼성전자(주),005930,2012/03,5048461000,0,54649928000,45270517000,105506693000,5850447000
삼성전자(주),005930,2013/03,7154941000,0,62037027000,52868095000,128805644000,8779458000
삼성전자(주),005930,2014/03,7574441000,0,69730872000,53675326000,155561724000,8488799000
삼성전자(주),005930,2015/03,4625815000,0,59631070000,47117918000,167619307000,5979367000
삼성전자(주),005930,2016/03,5252803000,0,62913603000,49782252000,178326186000,6675812000
삼성전자(주),005930,2017/03,7684354000,0,74399417000,50547526000,189817955000,9898361000
삼성전자(주),005930,2018/03,11688544000,0,89213233000,60563714000,223259880000,15642170000
삼성전자(주),005930,2019/03,5043585000,0,91852732000,52385546000,253215151000,6233282000
삼성전자(주),005930,2020/03,4884926000,0,91069812000,55325178000,266387723000,6447345000
삼성전자(주),005930,2021/03,7141685000,0,118557683000,65388503000,274268591000,9382868000
삼성전자(주),005930,2022/03,11324628000,0,124036040000,77781498000,315290919000,14121409000
삼성중공업(주),010140,2007/03,,,,,,
삼성중공업(주),010140,2008/03,,,,,,
삼성중공업(주),010140,2009/03,,,,,,
삼성중공업(주),010140,2010/03,,,,,,
삼성중공업(주),010140,2011/03,301113579,0,13332252251,3515835010,4326856812,392542606
삼성중공업(주),010140,2012/03,252718256,0,10971883224,3538932028,4790097718,336897542
삼성중공업(주),010140,2013/03,300490114,0,11032256819,3887937831,5510889753,440173647
삼성중공업(주),010140,2014/03,-272384978,-1255,12370253286,3431060989,5470994311,-362487862
삼성중공업(주),010140,2015/03,10896990,0,10463642743,2609863337,5534039076,26263149
삼성중공업(주),010140,2016/03,15930790,0,13109298561,2530057148,5155549296,6132842
삼성중공업(주),010140,2017/03,58652951,0,9236130367,2436973280,6194268431,27445011
삼성중공업(주),010140,2018/03,-59504191,0,8352264209,1240829944,5719180496,-47771588
삼성중공업(주),010140,2019/03,-102630034,0,7996668852,1457458616,6667830592,-33336803
삼성중공업(주),010140,2020/03,-227021072,0,9537887837,1826635992,5273924512,-47836033
삼성중공업(주),010140,2021/03,-535870156,0,8736728826,1574630475,3336424709,-506765297
삼성중공업(주),010140,2022/03,-103885753,0,8253315241,1483845988,4033564063,-94908336
삼성증권(주),016360,2007/06,,,,,,
삼성증권(주),016360,2008/06,,,,,,
삼성증권(주),016360,2009/06,,,,,,
삼성증권(주),016360,2010/06,,,,,,
삼성증권(주),016360,2011/06,,,,,,
삼성증권(주),016360,2012/06,,,,,,
삼성증권(주),016360,2013/06,,,,,,
삼성증권(주),016360,2014/03,,,,,,
삼성증권(주),016360,2015/03,,,,,,
삼성증권(주),016360,2016/03,,,,,,
삼성증권(주),016360,2017/03,,,,,,
삼성증권(주),016360,2018/03,,,,,,
삼성증권(주),016360,2019/03,,,,,,
삼성증권(주),016360,2020/03,,,,,,
삼성증권(주),016360,2021/03,,,,,,
삼성증권(주),016360,2022/03,,,,,,
삼성카드(주),029780,2007/03,,,,,,
삼성카드(주),029780,2008/03,,,,,,
삼성카드(주),029780,2009/03,,,,,,
삼성카드(주),029780,2010/03,,,,,,
삼성카드(주),029780,2011/03,,,,,,
삼성카드(주),029780,2012/03,,,,,,
삼성카드(주),029780,2013/03,,,,,,
삼성카드(주),029780,2014/03,,,,,,
삼성카드(주),029780,2015/03,,,,,,
삼성카드(주),029780,2016/03,,,,,,
삼성카드(주),029780,2017/03,,,,,,
삼성카드(주),029780,2018/03,,,,,,
삼성카드(주),029780,2019/03,,,,,,
삼성카드(주),029780,2020/03,,,,,,
삼성카드(주),029780,2021/03,,,,,,
삼성카드(주),029780,2022/03,,,,,,
삼성화재해상보험(주),000810,2007/06,,,,,,
삼성화재해상보험(주),000810,2008/06,,,,,,
삼성화재해상보험(주),000810,2009/06,,,,,,
삼성화재해상보험(주),000810,2010/06,,,,,,
삼성화재해상보험(주),000810,2011/06,,,,,,
삼성화재해상보험(주),000810,2012/06,,,,,,
삼성화재해상보험(주),000810,2013/06,,,,,,
삼성화재해상보험(주),000810,2014/03,,,,,,
삼성화재해상보험(주),000810,2015/03,,,,,,
삼성화재해상보험(주),000810,2016/03,,,,,,
삼성화재해상보험(주),000810,2017/03,,,,,,
삼성화재해상보험(주),000810,2018/03,,,,,,
삼성화재해상보험(주),000810,2019/03,,,,,,
삼성화재해상보험(주),000810,2020/03,,,,,,
삼성화재해상보험(주),000810,2021/03,,,,,,
삼성화재해상보험(주),000810,2022/03,,,,,,
세방전지(주),004490,2007/03,,,,,,
세방전지(주),004490,2008/03,,,,,,
세방전지(주),004490,2009/03,,,,,,
세방전지(주),004490,2010/03,,,,,,
세방전지(주),004490,2011/03,,,,,,
세방전지(주),004490,2012/03,,,,,,
세방전지(주),004490,2013/03,,,,,,
세방전지(주),004490,2014/03,,,,,,
세방전지(주),004490,2015/03,,,,,,
세방전지(주),004490,2016/03,14618226,0,210575530,224897277,777898126,18886418
세방전지(주),004490,2017/03,12961138,0,267334442,271344342,836162045,14925375
세방전지(주),004490,2018/03,18968620,0,271675578,294345939,905647782,19589753
세방전지(주),004490,2019/03,26757993,0,315283375,277645073,1003285055,30174716
세방전지(주),004490,2020/03,20035481,0,453818358,317382015,1062033950,20366630
세방전지(주),004490,2021/03,31310186,0,412630242,319394317,1162929740,28937476
세방전지(주),004490,2022/03,17585219,0,494214492,356425707,1218681572,21292601
신풍제약(주),019170,2007/03,,,,,,
신풍제약(주),019170,2008/03,,,,,,
신풍제약(주),019170,2009/03,,,,,,
신풍제약(주),019170,2010/03,,,,,,
신풍제약(주),019170,2011/03,,,,,,
신풍제약(주),019170,2012/03,,,,,,
신풍제약(주),019170,2013/03,6943657,0,197987252,56200192,193562987,9012333
신풍제약(주),019170,2014/03,-3788642,0,215522115,51211986,185414654,4009787
신풍제약(주),019170,2015/03,-35370,0,216691424,50560407,189396511,1751121
신풍제약(주),019170,2016/03,164410,0,209889544,47704254,194930903,2291261
신풍제약(주),019170,2017/03,1297131,0,186473235,46637588,216104557,3193881
신풍제약(주),019170,2018/03,890964,0,173005677,41678154,209680201,1239174
신풍제약(주),019170,2019/03,954203,18,179399732,46700277,213484939,1537570
신풍제약(주),019170,2020/03,1730934,0,178974064,49135774,211263543,2067724
신풍제약(주),019170,2021/03,1464724,0,99217386,44972286,366589327,1115290
신풍제약(주),019170,2022/03,-5302709,-104,39320291,46750462,349305135,-6975910
쌍용씨앤이(주),003410,2007/03,,,,,,
쌍용씨앤이(주),003410,2008/03,,,,,,
쌍용씨앤이(주),003410,2009/03,,,,,,
쌍용씨앤이(주),003410,2010/03,,,,,,
쌍용씨앤이(주),003410,2011/03,-42284844,0,1674616446,393991205,1303103810,-28944980
쌍용씨앤이(주),003410,2012/03,-43843909,0,2080141051,412522695,1075675615,-21065380
쌍용씨앤이(주),003410,2013/03,-43112655,0,2018417192,430961753,1108055720,-9081545
쌍용씨앤이(주),003410,2014/03,-3292000,0,1856346140,425954744,1193888937,14401116
쌍용씨앤이(주),003410,2015/03,21750895,0,1692106407,437413687,1305937464,32961852
쌍용씨앤이(주),003410,2016/03,29406882,0,1544442404,471361705,1378423438,42825636
쌍용씨앤이(주),003410,2017/03,54962900,0,1442385910,445169533,1718008728,51806330
쌍용씨앤이(주),003410,2018/03,12021792,0,1469036572,304108993,1984388153,19702487
쌍용씨앤이(주),003410,2019/03,13480596,0,1487107860,336931145,1913351059,21503656
쌍용씨앤이(주),003410,2020/03,19621426,39,1556703486,313887466,1760790955,30682175
쌍용씨앤이(주),003410,2021/03,19650733,39,1692823181,336615848,1655958719,32752944
쌍용씨앤이(주),003410,2022/03,-15469938,-31,2014955076,376238970,1585728528,446310
씨에스윈드(주),112610,2015/03,11510517,707,79397481,95170975,299819870,21578259
씨에스윈드(주),112610,2016/03,12289513,754,88454417,74821550,324565051,5900844
씨에스윈드(주),112610,2017/03,11836571,0,61496120,66590216,285278364,5100148
씨에스윈드(주),112610,2018/03,694057,44,160292155,80072381,282451883,1429596
씨에스윈드(주),112610,2019/03,11604365,0,288815562,175101523,330027604,13580480
씨에스윈드(주),112610,2020/03,13485050,0,408899966,181041113,383456002,16249881
씨에스윈드(주),112610,2021/03,28141359,0,420161069,242138310,933996668,31555451
씨에스윈드(주),112610,2022/03,-5857851,0,866786129,310076176,895277125,9205542
씨제이(주),001040,2007/03,,,,,,
씨제이(주),001040,2008/03,,,,,,
씨제이(주),001040,2009/03,,,,,,
씨제이(주),001040,2010/03,,,,,,
씨제이(주),001040,2011/03,121304329,0,7940727536,3139330156,6075502169,204253143
씨제이(주),001040,2012/03,125426441,0,12267695037,4130256391,7788297910,245707534
씨제이(주),001040,2013/03,66317355,0,13496335428,4514471860,8522807894,234343565
씨제이(주),001040,2014/03,113591025,0,13842496060,4747921259,8647480028,235180187
씨제이(주),001040,2015/03,255905984,0,13761649354,4970581174,9184829483,335842193
씨제이(주),001040,2016/03,216000333,0,14394530794,5687527137,10261796632,352286042
씨제이(주),001040,2017/03,172751656,0,15420143327,6349714131,11018414275,331729472
씨제이(주),001040,2018/03,190662466,0,17967774259,6974159438,12460728808,341537892
씨제이(주),001040,2019/03,114251468,0,26049806001,7794949406,13565592091,343270016
씨제이(주),001040,2020/03,363294726,0,26156194583,7840010949,15060169247,264264280
씨제이(주),001040,2021/03,171487927,0,24737714236,8011706833,15864464562,447494209
씨제이(주),001040,2022/03,205633524,0,27262783171,9117963877,16717912468,497813404
씨제이대한통운(주),000120,2007/03,,,,,,
